name,domain,country,state,city,employees,revenue,founded_year,type,employees_num,revenue_num,founded_year_num,main_industry,categories_list,category_primary
DrayTek,draytek.com,Taiwan,Unknown,Unknown,51-200,under-1m,1997.0,public,125.5,500000.0,1997.0,manufacturing,['b2b'],B2B
Tata Motors,tatamotors.com,India,Maharashtra,Mumbai,over-10K,over-1b,1945.0,public,12000.0,1500000000.0,1945.0,manufacturing,"['b2b', 'b2c']",B2B
Midea,midea.com,China,Guangdong,Foshan,201-500,over-1b,1968.0,public,350.5,1500000000.0,1968.0,manufacturing,"['b2c', 'b2b']",B2C
Health Sciences Authority,hsa.gov.sg,Singapore,Central Singapore,Singapore,501-1K,1m-10m,2001.0,government,251000.0,5500000.0,2001.0,business services,"['b2g', 'service-provider']",B2G
Sharp,global.sharp,Japan,Ibaraki Prefecture,Sakai,1K-5K,over-1b,1912.0,public,3000.0,1500000000.0,1912.0,manufacturing,"['b2b', 'b2c', 'mobile']",B2B
RAKwireless,rakwireless.com,China,Unknown,Unknown,51-200,1m-10m,2014.0,private,125.5,5500000.0,2014.0,manufacturing,"['b2b', 'saas']",B2B
Broccoli,broccoli.co.jp,Japan,Unknown,Unknown,1-10,Unknown,Unknown,public,5.5,600000000.0,,media and internet,"['b2c', 'b2b', 'e-commerce', 'media']",B2C
Mobvoi,mobvoi.com,China,Beijing,Beijing,201-500,50m-100m,2012.0,public,350.5,75000000.0,2012.0,manufacturing,"['b2c', 'mobile']",B2C
ENEOS,eneos.co.jp,Japan,Tokyo,Tokyo,1K-5K,over-1b,1888.0,public,3000.0,1500000000.0,1888.0,"energy, utilities and waste","['b2c', 'b2b', 'service-provider']",B2C
8BitDo,8bitdo.com,China,Shanghai,Shanghai,1-10,10m-50m,2013.0,private,5.5,30000000.0,2013.0,manufacturing,"['b2c', 'e-commerce']",B2C
Idemitsu,idemitsu.com,Japan,Tokyo,Tokyo,201-500,over-1b,1911.0,private,350.5,1500000000.0,1911.0,"energy, utilities and waste","['b2b', 'b2c', 'service-provider']",B2B
SafePal,safepal.com,Singapore,Central Singapore,Singapore,11-50,Unknown,2018.0,private,30.5,600000000.0,2018.0,manufacturing,"['b2c', 'saas']",B2C
HiSilicon,hisilicon.com,China,Guangdong,Shenzhen,1K-5K,over-1b,1991.0,private,3000.0,1500000000.0,1991.0,manufacturing,['b2b'],B2B
DFRobot,dfrobot.com,China,Shanghai,Shanghai,51-200,10m-50m,2008.0,private,125.5,30000000.0,2008.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Transcend Information,transcend-info.com,Taiwan,Taipei,Taipei,201-500,200m-1b,1988.0,public,350.5,600000000.0,1988.0,manufacturing,"['b2b', 'b2c']",B2B
Advantech,advantech.com,Taiwan,Taipei,Taipei City,5K-10K,over-1b,1983.0,public,7500.0,1500000000.0,1983.0,manufacturing,['b2b'],B2B
Buffalo,buffalo.jp,Japan,Aichi Prefecture,Nagoya,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,manufacturing,"['b2b', 'b2c']",B2B
Yamasa,yamasa.com,Japan,Unknown,Unknown,Unknown,Unknown,1645.0,Unknown,3000.0,600000000.0,1645.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
SK Hynix,skhynix.com,South Korea,Gyeonggi Province,Icheon-si,over-10K,over-1b,1983.0,public,12000.0,1500000000.0,1983.0,manufacturing,['b2b'],B2B
Ellipal,ellipal.com,Hong Kong S.A.R.,Unknown,Unknown,11-50,Unknown,2017.0,private,30.5,600000000.0,2017.0,manufacturing,"['b2c', 'e-commerce']",B2C
Sun Electronics,sun-denshi.co.jp,Japan,Unknown,Unknown,11-50,Unknown,1971.0,Unknown,30.5,600000000.0,1971.0,manufacturing,"['b2b', 'service-provider']",B2B
Lion,lion.co.jp,Japan,Tokyo,Tokyo,51-200,over-1b,1918.0,public,125.5,1500000000.0,1918.0,manufacturing,"['b2c', 'service-provider']",B2C
Pioneer,jpn.pioneer,Japan,Fukuoka Prefecture,Kawasaki,201-500,over-1b,1938.0,private,350.5,1500000000.0,1938.0,manufacturing,"['b2b', 'b2c', 'service-provider']",B2B
Fujitsu General,fujitsu-general.com,Japan,Tokyo,Tokyo,51-200,10m-50m,1936.0,public,125.5,30000000.0,1936.0,manufacturing,"['b2b', 'media']",B2B
JVC Kenwood,jvckenwood.com,Japan,Kanagawa Prefecture,Yokohama,501-1K,over-1b,2008.0,public,251000.0,1500000000.0,2008.0,manufacturing,"['b2b', 'b2c']",B2B
GetYourGuide,getyourguide.com,Germany,Berlin,Berlin,1K-5K,50m-100m,2009.0,private,3000.0,75000000.0,2009.0,hospitality,"['b2c', 'service-provider']",B2C
Planeta,planeta.ru,Russia,Moscow,Moscow,11-50,under-1m,2012.0,private,30.5,500000.0,2012.0,hospitality,['b2c'],B2C
World Match Racing Tour,wmrt.com,Belgium,Brussels-Capital Region,Brussels,1-10,1m-10m,2000.0,private,5.5,5500000.0,2000.0,hospitality,"['b2b', 'b2c', 'service-provider']",B2B
Kerry Museum,kerrymuseum.ie,Ireland,Munster,Tralee,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,hospitality,['b2c'],B2C
Sibos,sibos.com,Germany,Unknown,Unknown,Unknown,1m-10m,1977.0,Unknown,3000.0,5500000.0,1977.0,business services,"['b2b', 'service-provider']",B2B
Katie Davis,katiedavis.com,United Kingdom,England,London,Unknown,under-1m,Unknown,Unknown,3000.0,500000.0,,media and internet,"['b2b', 'b2c', 'media', 'service-provider']",B2B
Du Lac et Du Parc,dulacetduparc.com,Italy,Trentino-South Tyrol,Riva del Garda,11-50,under-1m,Unknown,public,30.5,500000.0,,hospitality,['b2c'],B2C
Horlik,horlik.hu,Hungary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,['b2c'],B2C
Nico Roig,nicoroig.com,Spain,Barcelona,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,"['b2c', 'media']",B2C
Barontour,barontour.ru,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Agence Papillon,agence-papillon.com,France,Île-de-France,Neuilly-sur-Seine,1-10,Unknown,Unknown,partnership,5.5,600000000.0,,media and internet,"['b2b', 'b2c', 'service-provider']",B2B
ErosAntEros,erosanteros.org,Italy,Ravenna,Ravenna,1-10,Unknown,2010.0,partnership,5.5,600000000.0,2010.0,hospitality,"['b2c', 'b2b']",B2C
Brzeskie Centrum Kultury,bck-brzeg.pl,Poland,Opole Voivodeship,Brzeg,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,hospitality,"['b2g', 'b2c', 'service-provider', 'media']",B2G
Kulturzentrum Gustav Mahler Toblach,kulturzentrum-toblach.eu,Italy,Unknown,Unknown,1-10,Unknown,Unknown,nonprofit,5.5,600000000.0,,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Magis Sport,magis-sport.ru,Russia,Unknown,Unknown,Unknown,1m-10m,2009.0,Unknown,3000.0,5500000.0,2009.0,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Rijksmuseum,rijksmuseum.nl,Netherlands,North Holland,Amsterdam,501-1K,Unknown,1800.0,nonprofit,251000.0,600000000.0,1800.0,hospitality,"['b2c', 'e-commerce']",B2C
British Museum,britishmuseum.org,United Kingdom,England,London,1K-5K,50m-100m,1753.0,nonprofit,3000.0,75000000.0,1753.0,hospitality,"['b2c', 'saas']",B2C
Nobel Prize,nobelprize.org,Sweden,Stockholm County,Stockholm,51-200,1m-10m,1900.0,nonprofit,125.5,5500000.0,1900.0,organizations,"['b2c', 'media']",B2C
Tate,tate.org.uk,United Kingdom,England,London,1K-5K,1m-10m,1897.0,nonprofit,3000.0,5500000.0,1897.0,hospitality,['b2c'],B2C
Victoria and Albert Museum,vam.ac.uk,United Kingdom,England,London,1K-5K,10m-50m,1852.0,nonprofit,3000.0,30000000.0,1852.0,hospitality,"['b2c', 'service-provider']",B2C
Songkick,songkick.com,United Kingdom,England,London,11-50,10m-50m,2007.0,private,30.5,30000000.0,2007.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
VolcanoDiscovery,volcanodiscovery.com,Germany,Saarland,Unknown,1-10,under-1m,2004.0,Unknown,5.5,500000.0,2004.0,hospitality,"['b2c', 'e-commerce']",B2C
Imperial War Museums,iwm.org.uk,United Kingdom,England,London,501-1K,1m-10m,1917.0,nonprofit,251000.0,5500000.0,1917.0,hospitality,"['b2c', 'media']",B2C
British Film Institute,bfi.org.uk,United Kingdom,England,London,501-1K,50m-100m,1933.0,nonprofit,251000.0,75000000.0,1933.0,media and internet,"['b2c', 'b2b', 'media']",B2C
trivago,trivago.com,Germany,North Rhine-Westphalia,Düsseldorf,1K-5K,50m-100m,2005.0,public,3000.0,75000000.0,2005.0,business services,"['b2c', 'e-commerce']",B2C
Civitatis,civitatis.com,Spain,Madrid,Madrid,201-500,50m-100m,2008.0,private,350.5,75000000.0,2008.0,hospitality,"['b2c', 'e-commerce']",B2C
National Portrait Gallery,npg.org.uk,United Kingdom,England,London,201-500,1m-10m,1856.0,nonprofit,350.5,5500000.0,1856.0,hospitality,['b2c'],B2C
Universal Music Group,universalmusic.com,Netherlands,North Holland,Hilversum,over-10K,over-1b,2009.0,public,12000.0,1500000000.0,2009.0,media and internet,"['b2b', 'b2c', 'media']",B2B
Art Basel,artbasel.com,Switzerland,Basel-Stadt,Basel,1K-5K,1m-10m,1970.0,private,3000.0,5500000.0,1970.0,hospitality,"['b2b', 'saas']",B2B
Natural History Museum,nhm.ac.uk,United Kingdom,England,London,1K-5K,50m-100m,1881.0,educational,3000.0,75000000.0,1881.0,business services,"['b2c', 'b2b', 'media']",B2C
Mariinsky Theatre,mariinsky.ru,Russia,Unknown,Unknown,51-200,1m-10m,1860.0,public,125.5,5500000.0,1860.0,hospitality,"['b2c', 'media']",B2C
visitBerlin,visitberlin.de,Germany,Berlin,Berlin,11-50,1m-10m,1993.0,public,30.5,5500000.0,1993.0,hospitality,"['b2c', 'e-commerce']",B2C
Visit Portugal,visitportugal.com,Portugal,Guarda,Lisbon,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,"['b2c', 'media']",B2C
Deutsches Museum,deutsches-museum.de,Germany,Bavaria,Munich,51-200,Unknown,1903.0,nonprofit,125.5,600000000.0,1903.0,hospitality,['b2c'],B2C
Arsenal,arsenal.com,United Kingdom,England,London,1K-5K,200m-1b,1886.0,private,3000.0,600000000.0,1886.0,hospitality,"['b2c', 'e-commerce']",B2C
Trainline,thetrainline.com,United Kingdom,England,London,1K-5K,200m-1b,1997.0,public,3000.0,600000000.0,1997.0,retail,"['b2c', 'e-commerce']",B2C
Hostelworld,hostelworld.com,Ireland,Leinster,Dublin,201-500,10m-50m,1999.0,public,350.5,30000000.0,1999.0,hospitality,"['b2c', 'e-commerce']",B2C
Primavera Sound,primaverasound.com,Spain,Barcelona,Barcelona,201-500,1m-10m,2010.0,private,350.5,5500000.0,2010.0,hospitality,"['b2c', 'media']",B2C
Prado Museum,museodelprado.es,Spain,Madrid,Madrid,201-500,1m-10m,1819.0,public,350.5,5500000.0,1819.0,hospitality,"['b2c', 'b2g', 'media']",B2C
Premier League,premierleague.com,United Kingdom,England,London,501-1K,over-1b,1992.0,private,251000.0,1500000000.0,1992.0,hospitality,"['b2c', 'b2b', 'media']",B2C
English Heritage,english-heritage.org.uk,United Kingdom,England,London,1K-5K,1m-10m,2015.0,nonprofit,3000.0,5500000.0,2015.0,organizations,"['b2c', 'media']",B2C
Centre Pompidou,centrepompidou.fr,France,Île-de-France,Paris,501-1K,1m-10m,1977.0,government,251000.0,5500000.0,1977.0,hospitality,"['b2c', 'media']",B2C
Science Museum,sciencemuseum.org.uk,United Kingdom,England,London,1-10,1m-10m,1909.0,nonprofit,5.5,5500000.0,1909.0,hospitality,"['b2c', 'saas']",B2C
Thyssen-Bornemisza,museothyssen.org,Spain,Madrid,Madrid,51-200,1m-10m,1992.0,nonprofit,125.5,5500000.0,1992.0,hospitality,"['b2c', 'b2g']",B2C
Hurb,hurb.com,Portugal,Unknown,Unknown,Unknown,1m-10m,2011.0,partnership,3000.0,5500000.0,2011.0,hospitality,"['b2c', 'e-commerce']",B2C
Commonwealth War Graves Commission,cwgc.org,United Kingdom,England,Maidenhead,501-1K,50m-100m,1917.0,nonprofit,251000.0,75000000.0,1917.0,organizations,"['b2c', 'b2g', 'media']",B2C
FOSDEM,fosdem.org,Belgium,Brussels-Capital Region,Brussels,1-10,1m-10m,2000.0,nonprofit,5.5,5500000.0,2000.0,organizations,"['b2c', 'service-provider']",B2C
TUI,tui.co.uk,United Kingdom,England,Luton,Unknown,over-1b,Unknown,Unknown,3000.0,1500000000.0,,hospitality,['b2c'],B2C
National Gallery,nationalgallery.org.uk,United Kingdom,England,London,501-1K,10m-50m,1824.0,nonprofit,251000.0,30000000.0,1824.0,hospitality,"['b2c', 'service-provider']",B2C
SNCF Connect,sncf-connect.com,Spain,Barcelona,Barcelona,Unknown,Unknown,2000.0,private,3000.0,600000000.0,2000.0,hospitality,"['b2c', 'e-commerce', 'mobile']",B2C
Royal Museums Greenwich,rmg.co.uk,United Kingdom,England,London,201-500,50m-100m,1937.0,educational,350.5,75000000.0,1937.0,hospitality,"['b2c', 'e-commerce']",B2C
Kremlin,kremlin.ru,Russia,Unknown,Unknown,1-10,Unknown,1991.0,government,5.5,600000000.0,1991.0,government,"['b2c', 'b2g']",B2C
FishingBooker,fishingbooker.com,Serbia,Central Banat District,Belgrade,51-200,under-1m,2013.0,private,125.5,500000.0,2013.0,hospitality,"['b2c', 'service-provider', 'saas']",B2C
SMK,smk.dk,Denmark,Capital Region of Denmark,København,201-500,1m-10m,Unknown,government,350.5,5500000.0,,hospitality,"['b2c', 'b2g']",B2C
Chelsea FC,chelseafc.com,United Kingdom,England,London,5K-10K,200m-1b,1905.0,private,7500.0,600000000.0,1905.0,hospitality,"['b2c', 'e-commerce', 'media']",B2C
Manchester United,manutd.com,United Kingdom,England,Stretford,5K-10K,200m-1b,1878.0,private,7500.0,600000000.0,1878.0,hospitality,"['b2c', 'e-commerce']",B2C
HolidayCheck,holidaycheck.de,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,hospitality,"['b2c', 'e-commerce']",B2C
Historic England,historicengland.org.uk,United Kingdom,England,London,1K-5K,Unknown,2015.0,government,3000.0,600000000.0,2015.0,hospitality,"['b2g', 'service-provider']",B2G
Kempinski,kempinski.com,Germany,Berlin,Berlin,over-10K,over-1b,1897.0,private,12000.0,1500000000.0,1897.0,hospitality,"['b2c', 'b2b']",B2C
World Triathlon,triathlon.org,Spain,Madrid,Madrid,201-500,1m-10m,1989.0,nonprofit,350.5,5500000.0,1989.0,organizations,"['b2b', 'b2c', 'media']",B2B
Louvre,louvre.fr,France,Île-de-France,Paris,1K-5K,1m-10m,1971.0,public,3000.0,5500000.0,1971.0,hospitality,"['b2c', 'media']",B2C
HRS,hrs.de,Germany,North Rhine-Westphalia,Köln,11-50,50m-100m,1972.0,Unknown,30.5,75000000.0,1972.0,hospitality,"['b2b', 'b2c', 'e-commerce']",B2B
Senckenberg,senckenberg.de,Germany,Hesse,Frankfurt am Main,201-500,1m-10m,1817.0,educational,350.5,5500000.0,1817.0,business services,"['b2b', 'b2c', 'media']",B2B
Information is Beautiful,informationisbeautiful.net,United Kingdom,England,London,1-10,1m-10m,2010.0,private,5.5,5500000.0,2010.0,media and internet,"['b2b', 'media']",B2B
Booker Prizes,thebookerprizes.com,United Kingdom,England,London,1-10,Unknown,2002.0,nonprofit,5.5,600000000.0,2002.0,organizations,"['b2c', 'b2b', 'media']",B2C
Guide to Iceland,guidetoiceland.is,Iceland,Unknown,Unknown,11-50,under-1m,2012.0,private,30.5,500000.0,2012.0,hospitality,"['b2c', 'e-commerce']",B2C
National Museums Liverpool,liverpoolmuseums.org.uk,United Kingdom,England,Liverpool,201-500,10m-50m,2009.0,nonprofit,350.5,30000000.0,2009.0,hospitality,"['b2c', 'media']",B2C
RSC Anderlecht,rsca.be,Belgium,Brussels-Capital Region,Brussels,201-500,10m-50m,1908.0,public,350.5,30000000.0,1908.0,hospitality,"['b2c', 'b2b', 'e-commerce']",B2C
Ticketmaster,ticketmaster.co.uk,United Kingdom,England,London,51-200,Unknown,1976.0,public,125.5,600000000.0,1976.0,hospitality,"['b2c', 'b2b', 'e-commerce']",B2C
Ministry of Culture,culture.gouv.fr,France,Île-de-France,Paris,5K-10K,Unknown,1959.0,government,7500.0,600000000.0,1959.0,government,"['b2g', 'service-provider']",B2G
DFB,dfb.de,Germany,Hesse,Frankfurt am Main,1K-5K,Unknown,1981.0,self-owned,3000.0,600000000.0,1981.0,organizations,"['b2b', 'b2c', 'media', 'service-provider']",B2B
Wendy’s,wendys.com,United Kingdom,England,Watford,over-10K,over-1b,1969.0,public,12000.0,1500000000.0,1969.0,hospitality,['b2c'],B2C
Van Gogh Museum,vangoghmuseum.nl,Netherlands,North Holland,Amsterdam,501-1K,Unknown,1973.0,nonprofit,251000.0,600000000.0,1973.0,hospitality,"['b2c', 'media']",B2C
Royal Horticultural Society,rhs.org.uk,United Kingdom,England,London,501-1K,1m-10m,1804.0,nonprofit,251000.0,5500000.0,1804.0,organizations,"['b2c', 'service-provider']",B2C
TripAdvisor,tripadvisor.it,Italy,Lombardy,Opera,1-10,Unknown,2014.0,public,5.5,600000000.0,2014.0,hospitality,"['b2c', 'e-commerce', 'media']",B2C
KNVB,knvb.nl,Netherlands,Utrecht,Zeist,1K-5K,1m-10m,1889.0,nonprofit,3000.0,5500000.0,1889.0,organizations,"['b2c', 'b2b', 'saas']",B2C
Design Museum,designmuseum.org,United Kingdom,England,London,201-500,Unknown,1989.0,nonprofit,350.5,600000000.0,1989.0,hospitality,['b2c'],B2C
Athletic Club,athletic-club.eus,Spain,Bizkaia,Bilbao,201-500,10m-50m,1898.0,partnership,350.5,30000000.0,1898.0,organizations,['b2c'],B2C
24 Hours of Le Mans,24h-lemans.com,France,Pays-de-la-Loire,Le Mans,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,hospitality,"['b2c', 'b2b', 'media']",B2C
Tiqets,tiqets.com,Netherlands,North Holland,Amsterdam,201-500,10m-50m,2014.0,private,350.5,30000000.0,2014.0,hospitality,"['b2c', 'e-commerce']",B2C
FIS,fis-ski.com,Switzerland,Unknown,Unknown,201-500,50m-100m,1924.0,nonprofit,350.5,75000000.0,1924.0,organizations,"['b2c', 'media']",B2C
Bayerischer Fussballverband,bfv.de,Germany,Unknown,Unknown,51-200,Unknown,Unknown,nonprofit,125.5,600000000.0,,organizations,"['b2b', 'saas']",B2B
DICE,dice.fm,United Kingdom,England,London,201-500,10m-50m,2014.0,private,350.5,30000000.0,2014.0,retail,"['b2c', 'e-commerce', 'mobile']",B2C
ACO,lemans.org,France,Pays-de-la-Loire,Le Mans,501-1K,1m-10m,1906.0,private,251000.0,5500000.0,1906.0,organizations,"['b2c', 'b2b']",B2C
Culture.RF,culture.ru,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,media and internet,"['b2c', 'media']",B2C
Skiddle,skiddle.com,United Kingdom,England,Preston,Unknown,10m-50m,2001.0,Unknown,3000.0,30000000.0,2001.0,hospitality,"['b2c', 'e-commerce']",B2C
Palazzo Ducale,palazzoducale.genova.it,Italy,Liguria,Unknown,51-200,under-1m,1339.0,educational,125.5,500000.0,1339.0,hospitality,"['b2c', 'b2g', 'media']",B2C
Aman,aman.com,Switzerland,Zug,Baar,1K-5K,200m-1b,1988.0,private,3000.0,600000000.0,1988.0,hospitality,['b2c'],B2C
Sagrada Família,sagradafamilia.org,Spain,Barcelona,Barcelona,201-500,Unknown,Unknown,private,350.5,600000000.0,,hospitality,"['b2c', 'e-commerce']",B2C
The Economist,economist.com,United Kingdom,England,Unknown,5K-10K,10m-50m,1843.0,private,7500.0,30000000.0,1843.0,media and internet,"['b2c', 'b2b', 'media']",B2C
JustGiving,justgiving.com,United Kingdom,England,London,51-200,10m-50m,2001.0,private,125.5,30000000.0,2001.0,media and internet,"['b2c', 'b2b', 'saas']",B2C
Memset,is.gd,United Kingdom,England,Cranleigh,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,unknown,[],Unknown
Daily Mail,dailymail.co.uk,United Kingdom,England,London,501-1K,50m-100m,1896.0,public,251000.0,75000000.0,1896.0,media and internet,"['b2c', 'media']",B2C
Last.fm,last.fm,United Kingdom,England,London,11-50,1m-10m,2002.0,public,30.5,5500000.0,2002.0,business services,"['b2c', 'media']",B2C
Information Commissioner's Office,ico.org.uk,United Kingdom,England,Wilmslow,501-1K,1m-10m,1984.0,nonprofit,251000.0,5500000.0,1984.0,government,"['b2g', 'service-provider']",B2G
Independent,independent.co.uk,United Kingdom,England,London,501-1K,50m-100m,1970.0,private,251000.0,75000000.0,1970.0,media and internet,"['b2c', 'media']",B2C
OpenStreetMap,openstreetmap.org,United Kingdom,England,Cambridge,11-50,1m-10m,2004.0,nonprofit,30.5,5500000.0,2004.0,construction,"['b2b', 'b2c', 'service-provider']",B2B
Mixcloud,mixcloud.com,United Kingdom,England,London,51-200,1m-10m,2008.0,private,125.5,5500000.0,2008.0,media and internet,"['b2c', 'b2b', 'media']",B2C
New Scientist,newscientist.com,United Kingdom,England,London,51-200,10m-50m,1956.0,public,125.5,30000000.0,1956.0,media and internet,"['b2c', 'media']",B2C
DEV,dev.to,United Kingdom,England,London,51-200,1m-10m,1997.0,private,125.5,5500000.0,1997.0,media and internet,"['b2c', 'media']",B2C
Mirror,mirror.co.uk,United Kingdom,England,London,201-500,50m-100m,1903.0,private,350.5,75000000.0,1903.0,media and internet,"['b2c', 'media']",B2C
The Sun,thesun.co.uk,United Kingdom,England,London,501-1K,1m-10m,1969.0,private,251000.0,5500000.0,1969.0,media and internet,"['b2c', 'media']",B2C
Ubuntu,ubuntu.com,United Kingdom,England,London,1K-5K,10m-50m,2004.0,Unknown,3000.0,30000000.0,2004.0,software,"['b2b', 'saas']",B2B
UCL,ucl.ac.uk,United Kingdom,England,London,over-10K,50m-100m,1826.0,Unknown,12000.0,75000000.0,1826.0,business services,"['b2c', 'b2b']",B2C
Spirit of Metal,spirit-of-metal.com,United Kingdom,England,Gateshead,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,business services,"['b2c', 'media']",B2C
South Ayrshire Council,south-ayrshire.gov.uk,United Kingdom,Scotland,Ayr,1K-5K,10m-50m,1996.0,government,3000.0,30000000.0,1996.0,government,"['b2g', 'service-provider']",B2G
Payhip,payhip.com,United Kingdom,Wales,Newport,1-10,1m-10m,2020.0,private,5.5,5500000.0,2020.0,software,"['b2b', 'saas']",B2B
TypeScript,typescriptlang.org,United Kingdom,England,London,51-200,1m-10m,1975.0,private,125.5,5500000.0,1975.0,software,['b2b'],B2B
Legislation.gov.uk,legislation.gov.uk,United Kingdom,England,Richmond,1-10,Unknown,Unknown,Unknown,5.5,600000000.0,,business services,"['b2g', 'service-provider']",B2G
Evening Standard,standard.co.uk,United Kingdom,England,London,201-500,1m-10m,1827.0,private,350.5,5500000.0,1827.0,media and internet,"['b2c', 'media']",B2C
Medical News Today,medicalnewstoday.com,United Kingdom,England,London,51-200,1m-10m,2003.0,private,125.5,5500000.0,2003.0,business services,"['b2c', 'media']",B2C
HuffPost,huffingtonpost.co.uk,United Kingdom,England,London,Unknown,1m-10m,2013.0,public,3000.0,5500000.0,2013.0,media and internet,"['b2c', 'media']",B2C
Uncharted Audio,unchartedaudio.com,United Kingdom,Unknown,Unknown,1-10,under-1m,2001.0,self-owned,5.5,500000.0,2001.0,media and internet,"['b2c', 'media']",B2C
Help for Hypnotherapists,helpforhypnotherapists.com,United Kingdom,England,London,1-10,Unknown,2022.0,private,5.5,600000000.0,2022.0,business services,"['b2b', 'service-provider']",B2B
